period,mean_regret
5478,5.520884800440375
5479,5.521243955417942
5480,5.521603110395511
5481,5.5219622653730775
5482,5.522321420350646
5483,5.522680575328214
5484,5.523039730305781
5485,5.52339888528335
5486,5.523758040260917
5487,5.524117195238485
5488,5.524476350216053
5489,5.5248355051936215
5490,5.52519466017119
5491,5.525553815148756
5492,5.525912970126326
5493,5.526272125103892
5494,5.52663128008146
5495,5.526990435059029
5496,5.5273495900365965
5497,5.527708745014165
5498,5.528067899991733
5499,5.528427054969301
5500,5.528786209946868
5501,5.529145364924435
5502,5.529504519902004
5503,5.529863674879572
5504,5.53022282985714
5505,5.530581984834707
5506,5.530941139812276
5507,5.531300294789843
5508,5.531659449767411
5509,5.532018604744978
5510,5.532377759722547
5511,5.532736914700115
5512,5.533096069677684
5513,5.53345522465525
5514,5.533814379632818
5515,5.534173534610386
5516,5.534532689587953
5517,5.534891844565522
5518,5.53525099954309
5519,5.535610154520658
5520,5.535969309498226
5521,5.536328464475794
5522,5.536687619453362
5523,5.537046774430928
5524,5.537405929408498
5525,5.537765084386065
5526,5.5381242393636345
5527,5.538483394341202
5528,5.538842549318769
5529,5.539201704296337
5530,5.539560859273905
5531,5.539920014251473
5532,5.5402791692290405
5533,5.540638324206608
5534,5.540997479184177
5535,5.541356634161745
5536,5.541715789139312
5537,5.542074944116879
5538,5.542434099094448
5539,5.5427932540720155
5540,5.543152409049584
5541,5.543511564027151
5542,5.54387071900472
5543,5.544229873982287
5544,5.544589028959856
5545,5.544948183937423
5546,5.5453073389149905
5547,5.545666493892559
5548,5.546025648870126
5549,5.546384803847695
5550,5.546743958825262
5551,5.54710311380283
5552,5.547462268780398
5553,5.547821423757966
5554,5.5481805787355345
5555,5.548539733713101
5556,5.548898888690671
5557,5.549258043668237
5558,5.549617198645807
5559,5.549976353623374
5560,5.550335508600941
5561,5.5506946635785095
5562,5.551053818556078
5563,5.551412973533646
5564,5.551772128511213
5565,5.55213128348878
5566,5.552490438466349
5567,5.552849593443917
5568,5.5532087484214845
5569,5.553567903399052
5570,5.553927058376621
5571,5.554286213354188
5572,5.554645368331756
5573,5.555004523309323
5574,5.555363678286892
5575,5.5557228332644595
5576,5.5560819882420285
5577,5.556441143219596
5578,5.556800298197163
5579,5.557159453174731
5580,5.557518608152298
5581,5.557877763129867
5582,5.5582369181074345
5583,5.558596073085003
5584,5.558955228062571
5585,5.559314383040139
5586,5.559673538017707
5587,5.560032692995275
5588,5.560391847972843
5589,5.5607510029504095
5590,5.561110157927979
5591,5.561469312905547
5592,5.561828467883114
5593,5.562187622860682
5594,5.56254677783825
5595,5.562905932815818
5596,5.563265087793385
5597,5.563624242770953
5598,5.563983397748522
5599,5.56434255272609
5600,5.564701707703658
5601,5.565060862681224
5602,5.565420017658793
5603,5.56577917263636
5604,5.5661383276139285
5605,5.566497482591497
5606,5.566856637569065
5607,5.567215792546632
5608,5.567574947524201
5609,5.567934102501768
5610,5.568293257479335
5611,5.5686524124569035
5612,5.569011567434471
5613,5.56937072241204
5614,5.569729877389607
5615,5.570089032367175
